"BACKSPACE_COUNT","CAC","CAR","CAT_R","CCC","CONDITION","CORRECTED_ERROR_RATE","CPS","ERROR_RATE","TEST_ID","INPUT_TIME","IS_LENGTH","KEYSTROKES_PER_CHARACTER","LEVENSHTEIN_DELETION","LEVENSHTEIN_INSERTION","LEVENSHTEIN_SUBSTITUTION","MINIMUM_STRING_DISTANCE","PHRASE_NUMBER","PT","PT_LENGTH","PARTICIPANT_ID","TOTAL_ERROR_RATE","TOTAL_PHRASES","TT","TT_LENGTH","T_CAT","VST","WPM","DATE"
2,2,6.66666666666667,14.3897996357013,0,"normal",7.14285714285714,5.69216757741348,0,"yrsLAfAfAVEPsJjph3MR",4.392,30,1.15384615384615,0,0,0,0,2,"my watch fell in the water",26,"og7wp8U4vBYG9qzI5h8C",7.14285714285714,12,"my watch fell in the water",26,0.632,347,68.3060109289617,2022-02-09 10:21:47
0,0,0,0,0,"off",0,4.80694681345945,6.25,"Rsrmxamg4vNOaLqz7sH4",6.449,32,1,1,1,0,6.25,3,"the collapse of the roman empire",32,"og7wp8U4vBYG9qzI5h8C",6.25,12,"the collapse of the roman emprie",32,0,275,57.6833617615134,2022-02-09 10:19:45
5,5,14.7058823529412,14.6460629473923,0,"normal",17.2413793103448,2.61333939325077,0,"yrsLAfAfAVEPsJjph3MR",8.801,34,1.41666666666667,0,0,0,0,3,"stay away from strangers",24,"og7wp8U4vBYG9qzI5h8C",17.2413793103448,12,"stay away from strangers",24,1.289,509,31.3600727190092,2022-02-09 10:21:47
0,0,0,0,0,"normal",0,5.24541026601723,0,"yrsLAfAfAVEPsJjph3MR",5.338,30,1.03448275862069,0,0,0,0,5,"lie detector tests never work",29,"og7wp8U4vBYG9qzI5h8C",0,12,"lie detector tests never work",29,0,185,62.9449231922068,2022-02-09 10:21:47
0,0,0,0,0,"normal",0,4.6123824729466,0,"yrsLAfAfAVEPsJjph3MR",5.637,27,1,0,0,0,0,6,"effort is what it will take",27,"og7wp8U4vBYG9qzI5h8C",0,12,"effort is what it will take",27,0,307,55.3485896753592,2022-02-09 10:21:47
0,0,0,0,0,"enhanced",0,4.12400455062571,0,"ZqzQpF2NLalCaTuqwKBg",7.032,30,1,0,0,0,0,4,"why do you ask silly questions",30,"og7wp8U4vBYG9qzI5h8C",0,12,"why do you ask silly questions",30,0,1447,49.4880546075085,2022-02-09 10:23:40
7,7,14.8936170212766,12.8430388219545,0,"enhanced",18.4210526315789,2.51004016064257,0,"ZqzQpF2NLalCaTuqwKBg",11.952,47,1.51612903225806,0,0,0,0,3,"your presentation was inspiring",31,"og7wp8U4vBYG9qzI5h8C",18.4210526315789,12,"your presentation was inspiring",31,1.535,204,30.1204819277108,2022-02-09 10:23:40
0,0,0,0,0,"normal",0,4.83714930667527,0,"yrsLAfAfAVEPsJjph3MR",6.202,31,1,0,0,0,0,10,"a good response to the question",31,"og7wp8U4vBYG9qzI5h8C",0,12,"a good response to the question",31,0,1579,58.0457916801032,2022-02-09 10:21:47
1,1,3.57142857142857,6.30122950819672,0,"normal",3.84615384615385,4.0983606557377,0,"yrsLAfAfAVEPsJjph3MR",5.856,28,1.12,0,0,0,0,8,"want to join us for lunch",25,"og7wp8U4vBYG9qzI5h8C",3.84615384615385,12,"want to join us for lunch",25,0.369,177,49.1803278688525,2022-02-09 10:21:47
0,0,0,0,0,"normal",0,3.49354224010163,0,"yrsLAfAfAVEPsJjph3MR",9.446,35,1.02941176470588,0,0,0,0,7,"a feeling of complete exasperation",34,"og7wp8U4vBYG9qzI5h8C",0,12,"a feeling of complete exasperation",34,0,136,41.9225068812196,2022-02-09 10:21:47
4,4,11.7647058823529,23.6246439814121,0,"normal",13.3333333333333,3.74756408334583,0,"yrsLAfAfAVEPsJjph3MR",6.671,34,1.30769230769231,0,0,0,0,9,"the back yard of our house",26,"og7wp8U4vBYG9qzI5h8C",13.3333333333333,12,"the back yard of our house",26,1.576,140,44.9707690001499,2022-02-09 10:21:47
0,0,0,0,0,"enhanced",0,4.24853956452469,3.03030303030303,"ZqzQpF2NLalCaTuqwKBg",7.532,33,1,0,0,1,3.03030303030303,2,"this is a non profit organization",33,"og7wp8U4vBYG9qzI5h8C",3.03030303030303,12,"this is a non profit organisation",33,0,1025,50.9824747742963,2022-02-09 10:23:40
0,0,0,0,0,"enhanced",0,2.29885057471264,0,"ZqzQpF2NLalCaTuqwKBg",11.745,29,1.03571428571429,0,0,0,0,5,"the early bird gets the worm",28,"og7wp8U4vBYG9qzI5h8C",0,12,"the early bird gets the worm",28,0,340,27.5862068965517,2022-02-09 10:23:40
0,0,0,0,0,"enhanced",0,1.83130453517182,0,"ZqzQpF2NLalCaTuqwKBg",18.566,35,1,0,0,0,0,1,"what a monkey sees a monkey will do",35,"og7wp8U4vBYG9qzI5h8C",0,12,"what a monkey sees a monkey will do",35,0,1604,21.9756544220618,2022-02-09 10:23:40
3,3,8.57142857142857,16.3889236937727,0,"normal",9.375,3.50833228918682,0,"yrsLAfAfAVEPsJjph3MR",7.981,35,1.20689655172414,0,0,0,0,11,"limited warranty of two years",29,"og7wp8U4vBYG9qzI5h8C",9.375,12,"limited warranty of two years",29,1.308,922,42.0999874702418,2022-02-09 10:21:47
0,0,0,0,0,"normal",0,5.53052027857435,0,"yrsLAfAfAVEPsJjph3MR",4.882,28,1,0,0,0,0,4,"i am going to a music lesson",28,"og7wp8U4vBYG9qzI5h8C",0,12,"i am going to a music lesson",28,0,317,66.3662433428923,2022-02-09 10:21:47
1,1,3.33333333333333,6.87195339436452,0,"enhanced",3.44827586206897,3.21008203542979,0,"ZqzQpF2NLalCaTuqwKBg",8.411,30,1.07142857142857,0,0,0,0,6,"six daughters and seven sons",28,"og7wp8U4vBYG9qzI5h8C",3.44827586206897,12,"six daughters and seven sons",28,0.578,318,38.5209844251575,2022-02-09 10:23:40
4,4,10.5263157894737,12.485782888917,0,"enhanced",11.7647058823529,3.66485530140275,0,"ZqzQpF2NLalCaTuqwKBg",7.913,38,1.26666666666667,0,0,0,0,11,"give me one spoonful of coffee",30,"og7wp8U4vBYG9qzI5h8C",11.7647058823529,12,"give me one spoonful of coffee",30,0.988,223,43.9782636168331,2022-02-09 10:23:40
13,13,25,23.028564453125,0,"off",33.3333333333333,1.52587890625,0,"rQ766loxNm3O2vGaLpyU",16.384,52,2,0,0,0,0,1,"we run the risk of failure",26,"udhdb5vpndQsjGcygZec",33.3333333333333,12,"we run the risk of failure",26,3.773,662,18.310546875,2022-02-09 10:28:45
1,1,2.85714285714286,8.45955692941783,0,"enhanced",2.94117647058824,3.29726944873776,6.06060606060606,"ZqzQpF2NLalCaTuqwKBg",9.705,35,1.06060606060606,1,1,0,6.06060606060606,10,"vote according to your conscience",33,"og7wp8U4vBYG9qzI5h8C",8.82352941176471,12,"vote according to your concsience",33,0.821,437,39.5672333848532,2022-02-09 10:23:40
1,1,3.125,5.70944906124962,0,"enhanced",3.2258064516129,4.46291166512773,0,"ZqzQpF2NLalCaTuqwKBg",6.498,32,1.06666666666667,0,0,0,0,7,"give me one spoonful of coffee",30,"og7wp8U4vBYG9qzI5h8C",3.2258064516129,12,"give me one spoonful of coffee",30,0.371,474,53.5549399815328,2022-02-09 10:23:40
0,0,0,0,0,"enhanced",0,6.38051044083527,0,"ZqzQpF2NLalCaTuqwKBg",3.448,23,1,0,0,0,0,9,"do not walk too quickly",23,"og7wp8U4vBYG9qzI5h8C",0,12,"do not walk too quickly",23,0,238,76.5661252900232,2022-02-09 10:23:40
1,1,3.03030303030303,4.76546906187625,0,"off",3.125,3.74251497005988,0,"rQ766loxNm3O2vGaLpyU",8.016,33,1.06451612903226,0,0,0,0,8,"not quite so smart as you think",31,"udhdb5vpndQsjGcygZec",3.125,12,"not quite so smart as you think",31,0.382,334,44.9101796407186,2022-02-09 10:28:45
2,2,6.45161290322581,15.1883187772926,0,"enhanced",6.89655172413793,3.54803493449782,3.7037037037037,"ZqzQpF2NLalCaTuqwKBg",7.328,31,1.14814814814815,1,0,0,3.7037037037037,8,"the quick brown fox jumped",26,"og7wp8U4vBYG9qzI5h8C",10.3448275862069,12,"the quick brown ffox jumped",27,1.113,206,42.5764192139738,2022-02-09 10:23:40
0,0,0,0,0,"off",0,3.89039242219215,0,"rQ766loxNm3O2vGaLpyU",5.912,24,1,0,0,0,0,7,"the price of gas is high",24,"udhdb5vpndQsjGcygZec",0,12,"the price of gas is high",24,0,302,46.6847090663058,2022-02-09 10:28:45
1,1,3.7037037037037,4.15111940298508,0,"off",3.84615384615385,2.79850746268657,0,"rQ766loxNm3O2vGaLpyU",8.576,27,1.08,0,0,0,0,2,"do you like to go camping",25,"udhdb5vpndQsjGcygZec",3.84615384615385,12,"do you like to go camping",25,0.356,329,33.5820895522388,2022-02-09 10:28:45
5,5,12.1951219512195,11.1696934192541,0,"off",13.8888888888889,2.92911540714704,0,"rQ766loxNm3O2vGaLpyU",10.242,41,1.32258064516129,0,0,0,0,5,"arguing with the boss is futile",31,"udhdb5vpndQsjGcygZec",13.8888888888889,12,"arguing with the boss is futile",31,1.144,233,35.1493848857645,2022-02-09 10:28:45
0,0,0,0,0,"off",0,3.63636363636364,0,"rQ766loxNm3O2vGaLpyU",6.05,23,1,0,0,0,0,6,"my bike has a flat tire",23,"udhdb5vpndQsjGcygZec",0,12,"my bike has a flat tire",23,0,244,43.6363636363636,2022-02-09 10:28:45
0,0,0,0,0,"off",0,4.34274260898614,0,"rQ766loxNm3O2vGaLpyU",5.987,27,1,0,0,0,0,4,"teaching services will help",27,"udhdb5vpndQsjGcygZec",0,12,"teaching services will help",27,0,338,52.1129113078336,2022-02-09 10:28:45
0,0,0,0,0,"off",0,3.96401890532093,0,"rQ766loxNm3O2vGaLpyU",6.559,27,1,0,0,0,0,3,"this library has many books",27,"udhdb5vpndQsjGcygZec",0,12,"this library has many books",27,0,253,47.5682268638512,2022-02-09 10:28:45
0,0,0,0,0,"normal",0,3.8961038961039,0,"fMKw8NLNFHTaudnYUx5U",8.47,34,1,0,0,0,0,6,"my car always breaks in the winter",34,"udhdb5vpndQsjGcygZec",0,12,"my car always breaks in the winter",34,0,252,46.7532467532467,2022-02-09 10:31:19
0,0,0,0,0,"normal",0,3.98171361156172,0,"fMKw8NLNFHTaudnYUx5U",6.781,28,1,0,0,0,0,9,"please follow the guidelines",28,"udhdb5vpndQsjGcygZec",0,12,"please follow the guidelines",28,0,107,47.7805633387406,2022-02-09 10:31:19
0,0,0,0,0,"normal",0,5.03881247446548,0,"fMKw8NLNFHTaudnYUx5U",7.343,38,1,0,0,0,0,10,"they might find your comment offensive",38,"udhdb5vpndQsjGcygZec",0,12,"they might find your comment offensive",38,0,122,60.4657496935857,2022-02-09 10:31:19
0,0,0,0,0,"normal",0,3.75,2.94117647058824,"fMKw8NLNFHTaudnYUx5U",8.8,35,1.02941176470588,1,0,0,2.94117647058824,2,"careless driving results in a fine",34,"udhdb5vpndQsjGcygZec",2.94117647058824,12,"careless driving  results in a fine",35,0,254,45,2022-02-09 10:31:19
2,2,5.26315789473684,4.28673493688974,0,"normal",5.55555555555556,0.982376756370564,0,"fMKw8NLNFHTaudnYUx5U",33.592,38,1.11764705882353,0,0,0,0,7,"universally understood to be wrong",34,"udhdb5vpndQsjGcygZec",5.55555555555556,12,"universally understood to be wrong",34,1.44,675,11.7885210764468,2022-02-09 10:31:19
2,2,5.88235294117647,6.89956331877729,0,"off",6.25,3.61821584529008,0,"rQ766loxNm3O2vGaLpyU",8.015,34,1.13333333333333,0,0,0,0,11,"go out for some pizza and beer",30,"udhdb5vpndQsjGcygZec",6.25,12,"go out for some pizza and beer",30,0.553,138,43.418590143481,2022-02-09 10:28:45
9,9,22.5,19.1826737140647,0,"normal",29.0322580645161,2.70723217738817,0,"fMKw8NLNFHTaudnYUx5U",7.757,40,1.81818181818182,0,0,0,0,3,"yes you are very smart",22,"udhdb5vpndQsjGcygZec",29.0322580645161,12,"yes you are very smart",22,1.488,328,32.486786128658,2022-02-09 10:31:19
4,4,9.30232558139535,14.3486611682296,0,"off",10.2564102564103,3.84137385606146,0,"rQ766loxNm3O2vGaLpyU",8.851,43,1.22857142857143,0,0,0,0,10,"where did you get such a silly idea",35,"udhdb5vpndQsjGcygZec",10.2564102564103,12,"where did you get such a silly idea",35,1.27,237,46.0964862727375,2022-02-09 10:28:45
0,0,0,0,0,"normal",0,4.06834825061025,0,"fMKw8NLNFHTaudnYUx5U",7.374,31,1,0,0,0,0,8,"players must know all the rules",31,"udhdb5vpndQsjGcygZec",0,12,"players must know all the rules",31,0,266,48.820179007323,2022-02-09 10:31:19
3,3,10,9.30838828400552,0,"normal",11.1111111111111,3.52706640085876,0,"fMKw8NLNFHTaudnYUx5U",6.521,30,1.25,0,0,0,0,11,"come and see our new car",24,"udhdb5vpndQsjGcygZec",11.1111111111111,12,"come and see our new car",24,0.607,272,42.3247968103052,2022-02-09 10:31:19
2,2,5.55555555555556,10.6224251196971,0,"normal",5.88235294117647,3.45173143302528,0,"fMKw8NLNFHTaudnYUx5U",8.981,36,1.125,0,0,0,0,5,"traveling requires a lot of fuel",32,"udhdb5vpndQsjGcygZec",5.88235294117647,12,"traveling requires a lot of fuel",32,0.954,301,41.4207771963033,2022-02-09 10:31:19
0,0,0,0,0,"normal",0,4.95487524331977,0,"fMKw8NLNFHTaudnYUx5U",5.651,29,1,0,0,0,0,4,"the generation gap gets wider",29,"udhdb5vpndQsjGcygZec",0,12,"the generation gap gets wider",29,0,161,59.4585029198372,2022-02-09 10:31:19
0,0,0,0,0,"off",0,4.41532545221478,0,"rQ766loxNm3O2vGaLpyU",7.021,32,1,0,0,0,0,9,"our silver anniversary is coming",32,"udhdb5vpndQsjGcygZec",0,12,"our silver anniversary is coming",32,0,180,52.9839054265774,2022-02-09 10:28:45
24,24,30.379746835443,25.3977968176255,0,"normal",43.6363636363636,1.18319053447572,3.33333333333333,"fMKw8NLNFHTaudnYUx5U",24.51,79,2.63333333333333,0,1,0,3.2258064516129,1,"house with new electrical panel",31,"udhdb5vpndQsjGcygZec",45.4545454545455,12,"house with new electrical pane",30,6.225,239,14.1982864137087,2022-02-09 10:31:19
5,5,12.8205128205128,10.6317411402157,0,"enhanced",14.7058823529412,3.08166409861325,0,"kEyTr2x5qDcadprHDDrK",9.086,39,1.3448275862069,0,0,0,0,9,"flashing red light means stop",29,"udhdb5vpndQsjGcygZec",14.7058823529412,12,"flashing red light means stop",29,0.966,279,36.979969183359,2022-02-09 10:34:13
1,1,3.2258064516129,8.77364644487932,0,"enhanced",3.33333333333333,4.5662100456621,0,"kEyTr2x5qDcadprHDDrK",6.132,31,1.06896551724138,0,0,0,0,11,"be persistent to win a strike",29,"udhdb5vpndQsjGcygZec",3.33333333333333,12,"be persistent to win a strike",29,0.538,153,54.7945205479452,2022-02-09 10:34:13
3,3,8.10810810810811,7.83037682376404,0,"enhanced",8.82352941176471,3.14894510339036,6.45161290322581,"kEyTr2x5qDcadprHDDrK",9.527,37,1.19354838709677,1,1,0,6.45161290322581,3,"players must know all the rules",31,"udhdb5vpndQsjGcygZec",14.7058823529412,12,"players msut know all the rules",31,0.746,157,37.7873412406844,2022-02-09 10:34:13
0,0,0,0,0,"enhanced",0,4.36882041848701,0,"kEyTr2x5qDcadprHDDrK",8.698,39,1,0,0,0,0,8,"pumping helps if the roads are slippery",39,"udhdb5vpndQsjGcygZec",0,12,"pumping helps if the roads are slippery",39,0,539,52.4258450218441,2022-02-09 10:34:13
3,3,8.57142857142857,13.1749205975768,0,"enhanced",9.375,3.29373014939419,0,"kEyTr2x5qDcadprHDDrK",8.501,35,1.20689655172414,0,0,0,0,4,"the objective of the exercise",29,"udhdb5vpndQsjGcygZec",9.375,12,"the objective of the exercise",29,1.12,124,39.5247617927303,2022-02-09 10:34:13
1,1,3.57142857142857,7.13182286302781,0,"normal",3.7037037037037,3.2183316168898,3.84615384615385,"Pq2oMaTb4CjoeKuVjgPo",7.768,28,1.07692307692308,0,0,1,3.84615384615385,2,"the second largest country",26,"9deJ2qtKLvuqMc8ktWe9",7.40740740740741,12,"the second lergest country",26,0.554,161,38.6199794026777,2022-02-09 10:41:20
2,2,7.14285714285714,8.37606837606837,0,"normal",7.69230769230769,2.62108262108262,0,"Pq2oMaTb4CjoeKuVjgPo",8.775,28,1.16666666666667,0,0,0,0,1,"that is very unfortunate",24,"9deJ2qtKLvuqMc8ktWe9",7.69230769230769,12,"that is very unfortunate",24,0.735,909,31.4529914529914,2022-02-09 10:41:20
6,6,12.7659574468085,13.5884755966459,0,"enhanced",14.6341463414634,3.65512792947753,0,"kEyTr2x5qDcadprHDDrK",9.302,47,1.34285714285714,0,0,0,0,6,"granite is the hardest of all rocks",35,"udhdb5vpndQsjGcygZec",14.6341463414634,12,"granite is the hardest of all rocks",35,1.264,273,43.8615351537304,2022-02-09 10:34:13
7,7,15.2173913043478,20.8565026143248,0,"enhanced",17.9487179487179,2.57282762054942,0,"kEyTr2x5qDcadprHDDrK",12.049,46,1.4375,0,0,0,0,2,"the treasury department is broke",32,"udhdb5vpndQsjGcygZec",17.9487179487179,12,"the treasury department is broke",32,2.513,200,30.8739314465931,2022-02-09 10:34:13
2,2,4.65116279069767,3.79000816030465,0,"enhanced",4.8780487804878,3.44546196391332,0,"kEyTr2x5qDcadprHDDrK",11.029,43,1.1025641025641,0,0,0,0,7,"pumping helps if the roads are slippery",39,"udhdb5vpndQsjGcygZec",4.8780487804878,12,"pumping helps if the roads are slippery",39,0.418,392,41.3455435669598,2022-02-09 10:34:13
0,0,0,0,0,"enhanced",0,4.43250503693754,0,"kEyTr2x5qDcadprHDDrK",7.445,34,1,0,0,0,0,10,"labour unions know how to organize",34,"udhdb5vpndQsjGcygZec",0,12,"labour unions know how to organize",34,0,263,53.1900604432505,2022-02-09 10:34:13
5,5,16.6666666666667,24.103299856528,0,"enhanced",20,2.72596843615495,0,"kEyTr2x5qDcadprHDDrK",6.97,30,1.5,0,0,0,0,5,"we park in driveways",20,"udhdb5vpndQsjGcygZec",20,12,"we park in driveways",20,1.68,309,32.7116212338594,2022-02-09 10:34:13
6,6,14.6341463414634,29.3532038132014,0,"normal",16.6666666666667,1.68939302522022,3.44827586206897,"Pq2oMaTb4CjoeKuVjgPo",16.574,41,1.41379310344828,0,1,0,3.33333333333333,3,"goldilocks and the three bears",30,"9deJ2qtKLvuqMc8ktWe9",19.4444444444444,12,"goldlocks and the three bears",29,4.865,219,20.2727163026427,2022-02-09 10:41:20
1,1,3.44827586206897,3.42426554750095,0,"normal",3.57142857142857,2.47996947729874,0,"Pq2oMaTb4CjoeKuVjgPo",10.484,29,1.07407407407407,0,0,0,0,5,"the union will go on strike",27,"9deJ2qtKLvuqMc8ktWe9",3.57142857142857,12,"the union will go on strike",27,0.359,250,29.7596337275849,2022-02-09 10:41:20
3,3,7.89473684210526,12.3745819397993,0,"normal",8.57142857142857,2.96225513616818,0,"Pq2oMaTb4CjoeKuVjgPo",10.465,38,1.1875,0,0,0,0,4,"an occasional taste of chocolate",32,"9deJ2qtKLvuqMc8ktWe9",8.57142857142857,12,"an occasional taste of chocolate",32,1.295,418,35.5470616340182,2022-02-09 10:41:20
8,8,17.3913043478261,19.2838777259309,0,"enhanced",21.0526315789474,2.76164174840491,0,"kEyTr2x5qDcadprHDDrK",10.501,46,1.53333333333333,0,0,0,0,1,"prayer in schools offends some",30,"udhdb5vpndQsjGcygZec",21.0526315789474,12,"prayer in schools offends some",30,2.025,214,33.139700980859,2022-02-09 10:34:13
6,6,13.953488372093,16.6347195599633,0,"enhanced",16.2162162162162,2.50020835069589,0,"RQZmKM6UvXCFWtkcDrhz",11.999,43,1.38709677419355,0,0,0,0,3,"a good response to the question",31,"9deJ2qtKLvuqMc8ktWe9",16.2162162162162,12,"a good response to the question",31,1.996,260,30.0025002083507,2022-02-09 10:44:16
6,6,18.1818181818182,19.0664036817883,0,"normal",22.2222222222222,2.19154065307911,0,"Pq2oMaTb4CjoeKuVjgPo",9.126,33,1.57142857142857,0,0,0,0,9,"he is shouting loudly",21,"9deJ2qtKLvuqMc8ktWe9",22.2222222222222,12,"he is shouting loudly",21,1.74,310,26.2984878369494,2022-02-09 10:41:20
1,1,3.125,12.3896771310468,0,"enhanced",3.2258064516129,3.2398614679924,0,"RQZmKM6UvXCFWtkcDrhz",8.951,32,1.06666666666667,0,0,0,0,1,"a lot of chlorine in the water",30,"9deJ2qtKLvuqMc8ktWe9",3.2258064516129,12,"a lot of chlorine in the water",30,1.109,142,38.8783376159088,2022-02-09 10:44:16
0,0,0,0,0,"normal",0,4.69817767653759,5.88235294117647,"Pq2oMaTb4CjoeKuVjgPo",7.024,34,1,0,2,0,5.55555555555556,10,"a much higher risk of getting cancer",36,"9deJ2qtKLvuqMc8ktWe9",5.55555555555556,12,"a much higher risk of getin cancer",34,0,348,56.378132118451,2022-02-09 10:41:20
1,1,3.03030303030303,5.53220493013745,0,"normal",3.2258064516129,3.29433147790526,0,"Pq2oMaTb4CjoeKuVjgPo",8.803,33,1.1,0,0,0,0,7,"double double toil and trouble",30,"9deJ2qtKLvuqMc8ktWe9",3.2258064516129,12,"double double toil and trouble",30,0.487,204,39.5319777348631,2022-02-09 10:41:20
6,6,18.1818181818182,31.0314575761374,0,"normal",22.2222222222222,2.50657977190124,0,"Pq2oMaTb4CjoeKuVjgPo",7.979,33,1.57142857142857,0,0,0,0,8,"but the levee was dry",21,"9deJ2qtKLvuqMc8ktWe9",22.2222222222222,12,"but the levee was dry",21,2.476,227,30.0789572628149,2022-02-09 10:41:20
2,2,6.45161290322581,9.29892891918208,0,"enhanced",6.89655172413793,4.21940928270042,0,"RQZmKM6UvXCFWtkcDrhz",6.162,31,1.14814814814815,0,0,0,0,2,"this library has many books",27,"9deJ2qtKLvuqMc8ktWe9",6.89655172413793,12,"this library has many books",27,0.573,244,50.6329113924051,2022-02-09 10:44:16
1,1,4,7.20542059163775,0,"normal",4.34782608695652,3.47050074367873,4.54545454545455,"Pq2oMaTb4CjoeKuVjgPo",6.051,25,1.13636363636364,1,0,0,4.54545454545455,11,"starlight and dewdrop",21,"9deJ2qtKLvuqMc8ktWe9",8.69565217391304,12,"starlight and dewdropü",22,0.436,393,41.6460089241448,2022-02-09 10:41:20
7,7,16.6666666666667,22.8273577552611,0,"enhanced",19.4444444444444,2.63055339049104,3.57142857142857,"RQZmKM6UvXCFWtkcDrhz",10.264,42,1.5,0,1,0,3.44827586206897,9,"medieval times were very hard",29,"9deJ2qtKLvuqMc8ktWe9",22.2222222222222,12,"medival times were very hard",28,2.343,147,31.5666406858924,2022-02-09 10:44:16
2,2,6.45161290322581,8.67163103531107,0,"enhanced",6.89655172413793,3.12274801825607,7.40740740740741,"RQZmKM6UvXCFWtkcDrhz",8.326,31,1.14814814814815,0,0,2,7.40740740740741,5,"what goes up must come down",27,"9deJ2qtKLvuqMc8ktWe9",13.7931034482759,12,"ehat goes up most come down",27,0.722,363,37.4729762190728,2022-02-09 10:44:16
2,2,5.40540540540541,5.30044275774826,0,"enhanced",5.71428571428571,4.04807084123972,0,"RQZmKM6UvXCFWtkcDrhz",7.905,37,1.12121212121212,0,0,0,0,6,"raindrops keep falling on my head",33,"9deJ2qtKLvuqMc8ktWe9",5.71428571428571,12,"raindrops keep falling on my head",33,0.419,209,48.5768500948767,2022-02-09 10:44:16
7,7,15.5555555555556,20.5114544485882,0,"enhanced",18.4210526315789,2.6638252530634,0,"RQZmKM6UvXCFWtkcDrhz",11.262,45,1.45161290322581,0,0,0,0,11,"prepare for the exam in advance",31,"9deJ2qtKLvuqMc8ktWe9",18.4210526315789,12,"prepare for the exam in advance",31,2.31,116,31.9659030367608,2022-02-09 10:44:16
0,0,0,0,0,"enhanced",0,3.1569173630455,0,"RQZmKM6UvXCFWtkcDrhz",5.385,18,1,0,0,0,0,10,"i hate baking pies",18,"9deJ2qtKLvuqMc8ktWe9",0,12,"i hate baking pies",18,0,305,37.883008356546,2022-02-09 10:44:16
1,1,4.54545454545455,9.31287813310285,0,"enhanced",4.76190476190476,4.10544511668107,0,"RQZmKM6UvXCFWtkcDrhz",4.628,22,1.1,0,0,0,0,8,"the sum of the parts",20,"9deJ2qtKLvuqMc8ktWe9",4.76190476190476,12,"the sum of the parts",20,0.431,252,49.2653414001729,2022-02-09 10:44:16
5,5,16.6666666666667,19.7761703289204,0,"enhanced",20,2.59314862836086,0,"RQZmKM6UvXCFWtkcDrhz",7.327,30,1.5,0,0,0,0,4,"all work and no play",20,"9deJ2qtKLvuqMc8ktWe9",20,12,"all work and no play",20,1.449,195,31.1177835403303,2022-02-09 10:44:16
1,1,2.5,4.0309124440151,0,"enhanced",2.56410256410256,3.24931939931501,0,"RQZmKM6UvXCFWtkcDrhz",11.387,40,1.05263157894737,0,0,0,0,7,"insurance is important for bad drivers",38,"9deJ2qtKLvuqMc8ktWe9",2.56410256410256,12,"insurance is important for bad drivers",38,0.459,157,38.9918327917801,2022-02-09 10:44:16
6,6,17.6470588235294,30.4478275363929,0,"normal",21.4285714285714,2.33359262140238,0,"Pq2oMaTb4CjoeKuVjgPo",8.999,34,1.54545454545455,0,0,0,0,6,"yes you are very smart",22,"9deJ2qtKLvuqMc8ktWe9",21.4285714285714,12,"yes you are very smart",22,2.74,430,28.0031114568285,2022-02-09 10:41:20
6,6,12.7659574468085,10.9558316080055,0,"off",14.6341463414634,2.93305728088337,0,"CELVAbGvszq64RSpcTFd",11.592,47,1.34285714285714,0,0,0,0,3,"everybody looses in custody battles",35,"9deJ2qtKLvuqMc8ktWe9",14.6341463414634,12,"everybody looses in custody battles",35,1.27,130,35.1966873706004,2022-02-09 10:46:13
6,6,16.2162162162162,34.4332855093257,0,"off",19.3548387096774,2.45952039352326,4,"CELVAbGvszq64RSpcTFd",9.758,37,1.48,1,0,0,4,1,"wishful thinking is fine",24,"9deJ2qtKLvuqMc8ktWe9",22.5806451612903,12,"wischful thinking is fine",25,3.36,202,29.5142447222792,2022-02-09 10:46:13
1,1,2.7027027027027,8.61172976985895,0,"off",2.77777777777778,4.20687948527592,14.2857142857143,"CELVAbGvszq64RSpcTFd",8.082,37,1.05714285714286,3,2,0,14.2857142857143,2,"granite is the hardest of all rocks",35,"9deJ2qtKLvuqMc8ktWe9",16.6666666666667,12,"grantie is the hardest of al lrocks",36,0.696,244,50.4825538233111,2022-02-09 10:46:13
1,1,3.2258064516129,16.088800199551,0,"enhanced",3.33333333333333,3.49214267897231,0,"9phW7Xc9Nyln6YyjVMKW",8.018,31,1.06896551724138,0,0,0,0,2,"they watched the entire movie",29,"TDU9VfCeqMZpsWliRv2j",3.33333333333333,12,"they watched the entire movie",29,1.29,184,41.9057121476677,2022-02-09 10:57:31
0,0,0,0,0,"enhanced",0,3.727959697733,0,"9phW7Xc9Nyln6YyjVMKW",9.925,38,1,0,0,0,0,5,"gamblers eventually loose their shirts",38,"TDU9VfCeqMZpsWliRv2j",0,12,"gamblers eventually loose their shirts",38,0,241,44.735516372796,2022-02-09 10:57:31
0,0,0,0,0,"enhanced",0,2.38786705388835,0,"9phW7Xc9Nyln6YyjVMKW",15.495,40,1.05263157894737,0,0,0,0,1,"that referendum asked a silly question",38,"TDU9VfCeqMZpsWliRv2j",0,12,"that referendum asked a silly question",38,0,5996,28.6544046466602,2022-02-09 10:57:31
0,0,0,0,0,"enhanced",0,3.97962432346386,0,"9phW7Xc9Nyln6YyjVMKW",6.282,26,1,0,0,0,0,4,"the second largest country",26,"TDU9VfCeqMZpsWliRv2j",0,12,"the second largest country",26,0,186,47.7554918815664,2022-02-09 10:57:31
